sample.id	country	location	latitude	longitude	collection.date	species	insecticide	concentration	exposure.time	phenotype	sib.group.id	exclude.as.sib	sample.accession	run.accession
WA-0936	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041921	ERR3269994,ERR3270030,ERR3270066
WA-0938	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041922	ERR3282803,ERR3282839,ERR3282875
WA-0939	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041923	ERR3290090,ERR3290126,ERR3290162
WA-0940	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041924	ERR3270170,ERR3270206,ERR3270242
WA-0941	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041925	ERR3312399,ERR3312435,ERR3312471
WA-0943	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041927	ERR3269940,ERR3269976,ERR3311938
WA-0944	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	72	FALSE	ERS3041928	ERR3282704,ERR3282740,ERR3282776
WA-0945	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041929	ERR3259470,ERR3259506,ERR3259542
WA-0946	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041930	ERR3290085,ERR3290121,ERR3290157
WA-0947	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041931	ERR3289990,ERR3290026,ERR3290062
WA-0949	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041932	ERR3269935,ERR3269971,ERR3311933
WA-0950	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	76	FALSE	ERS3041933	ERR3282287,ERR3282323,ERR3282359
WA-0951	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041934	ERR3312386,ERR3312422,ERR3312458
WA-0952	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041935	ERR3312385,ERR3312421,ERR3312457
WA-0953	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041936	ERR3290213,ERR3290249,ERR3311436
WA-0954	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041937	ERR3331722,ERR3331746,ERR3331770
WA-0955	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041938	ERR3331505,ERR3331541,ERR3331577
WA-0957	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041939	ERR3269919,ERR3269955,ERR3311917
WA-0958	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041940	ERR3289897,ERR3289933,ERR3289969
WA-0959	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041941	ERR3311482,ERR3311518,ERR3311554
WA-0960	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041942	ERR3290187,ERR3290223,ERR3311410
WA-0961	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041943	ERR3331711,ERR3331735,ERR3331759
WA-0962	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041944	ERR3259382,ERR3259418,ERR3259454
WA-0963	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	77	FALSE	ERS3041945	ERR3282812,ERR3282848,ERR3282884
WA-0964	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041946	ERR3282189,ERR3282225,ERR3282261
WA-0965	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041947	ERR3311488,ERR3311524,ERR3311560
WA-0968	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041950	ERR3290005,ERR3290041,ERR3290077
WA-0969	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead	78	FALSE	ERS3041951	ERR3282694,ERR3282730,ERR3282766
WA-0970	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041952	ERR3270002,ERR3270038,ERR3270074
WA-0971	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041953	ERR3312391,ERR3312427,ERR3312463
WA-0972	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041954	ERR3312415,ERR3312451,ERR3312487
WA-0973	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041955	ERR3269933,ERR3269969,ERR3311931
WA-0974	Ghana	Korle-Bu	5.537	-0.24	01/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041956	ERR3270116,ERR3270152,ERR3270296
WA-0975	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041957	ERR3282316,ERR3282352,ERR3282388
WA-0976	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041958	ERR3290083,ERR3290119,ERR3290155
WA-0977	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041959	ERR3311717,ERR3311753,ERR3311789
WA-0979	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041961	ERR3331514,ERR3331550,ERR3331586
WA-0980	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	65	FALSE	ERS3041962	ERR3311716,ERR3311752,ERR3311788
WA-0981	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041963	ERR3311490,ERR3311526,ERR3311562
WA-0982	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041964	ERR3282818,ERR3282854,ERR3282890
WA-0985	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041966	ERR3282808,ERR3282844,ERR3282880
WA-0986	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041967	ERR3311601,ERR3311637,ERR3311673
WA-0987	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041983	ERR3290092,ERR3290128,ERR3290164
WA-0988	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041984	ERR3311502,ERR3311538,ERR3311574
WA-0991	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041987	ERR3311606,ERR3311642,ERR3311678
WA-0993	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	79	FALSE	ERS3041988	ERR3282300,ERR3282336,ERR3282372
WA-0994	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041989	ERR3259488,ERR3259524,ERR3259560
WA-0995	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041990	ERR3270183,ERR3270219,ERR3270255
WA-0996	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041991	ERR3270122,ERR3270158,ERR3270302
WA-0997	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	80	FALSE	ERS3041992	ERR3282809,ERR3282845,ERR3282881
WA-0998	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	81	FALSE	ERS3041993	ERR3311714,ERR3311750,ERR3311786
WA-0999	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041994	ERR3270016,ERR3270052,ERR3270088
WA-1000	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041968	ERR3269920,ERR3269956,ERR3311918
WA-1001	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	82	FALSE	ERS3041969	ERR3259494,ERR3259530,ERR3259566
WA-1002	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041970	ERR3269988,ERR3270024,ERR3270060
WA-1003	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041971	ERR3282585,ERR3282621,ERR3282657
WA-1004	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041972	ERR3270198,ERR3270234,ERR3270270
WA-1005	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	83	FALSE	ERS3041973	ERR3289780,ERR3289816,ERR3289852
WA-1006	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041974	ERR3282703,ERR3282739,ERR3282775
WA-1007	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041975	ERR3269937,ERR3269973,ERR3311935
WA-1009	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	74	FALSE	ERS3041976	ERR3269946,ERR3269982,ERR3311944
WA-1010	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041977	ERR3269948,ERR3269984,ERR3311946
WA-1011	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041978	ERR3270103,ERR3270139,ERR3270283
WA-1012	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041979	ERR3312387,ERR3312423,ERR3312459
WA-1013	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	79	TRUE	ERS3041980	ERR3311619,ERR3311655,ERR3311691
WA-1014	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	84	TRUE	ERS3041981	ERR3290470,ERR3290506,ERR3331491
WA-1015	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041982	ERR3282190,ERR3282226,ERR3282262
WA-1017	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041996	ERR3270109,ERR3270145,ERR3270289
WA-1018	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041997	ERR3311485,ERR3311521,ERR3311557
WA-1019	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041998	ERR3289761,ERR3289797,ERR3289833
WA-1020	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3041999	ERR3282185,ERR3282221,ERR3282257
WA-1021	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042000	ERR3289781,ERR3289817,ERR3289853
WA-1022	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042001	ERR3290283,ERR3290319,ERR3311470
WA-1023	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042002	ERR3282819,ERR3282855,ERR3282891
WA-1024	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042003	ERR3282580,ERR3282616,ERR3282652
WA-1025	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042004	ERR3290261,ERR3290297,ERR3311448
WA-1026	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042005	ERR3270113,ERR3270149,ERR3270293
WA-1027	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive	84	FALSE	ERS3042006	ERR3290192,ERR3290228,ERR3311415
WA-1028	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042007	ERR3282608,ERR3282644,ERR3282680
WA-1029	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042008	ERR3311711,ERR3311747,ERR3311783
WA-1030	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042009	ERR3290108,ERR3290144,ERR3290180
WA-1031	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042010	ERR3269931,ERR3269967,ERR3311929
WA-1032	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042011	ERR3269922,ERR3269958,ERR3311920
WA-1033	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042012	ERR3270123,ERR3270159,ERR3270303
WA-1034	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042013	ERR3312400,ERR3312436,ERR3312472
WA-1035	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042014	ERR3270173,ERR3270209,ERR3270245
WA-1036	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042015	ERR3290294,ERR3290330,ERR3311481
WA-1037	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042016	ERR3290262,ERR3290298,ERR3311449
WA-1039	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042018	ERR3269926,ERR3269962,ERR3311924
WA-1041	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042020	ERR3270114,ERR3270150,ERR3270294
WA-1042	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042021	ERR3259489,ERR3259525,ERR3259561
WA-1043	Ghana	Korle-Bu	5.537	-0.24	02/01/2018	coluzzii	Delta	5	60	alive		FALSE	ERS3042022	ERR3269995,ERR3270031,ERR3270067
WA-1044	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041151	ERR3344678,ERR3344708,ERR3344738
WA-1045	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	91	FALSE	ERS3041152	ERR3345488,ERR3345518,ERR3345548
WA-1046	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041153	ERR3345567,ERR3345597,ERR3345627
WA-1047	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041154	ERR3345559,ERR3345589,ERR3345619
WA-1048	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041155	ERR3345487,ERR3345517,ERR3345547
WA-1049	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	92	TRUE	ERS3041156	ERR3345466,ERR3345496,ERR3345526
WA-1050	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041157	ERR3337138,ERR3344437,ERR3344468
WA-1052	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	91	TRUE	ERS3041159	ERR3337258,ERR3337288,ERR3337318
WA-1053	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	93	TRUE	ERS3041160	ERR3345411,ERR3345441,ERR3380784
WA-1054	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041161	ERR3344676,ERR3344706,ERR3344736
WA-1055	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041162	ERR3345482,ERR3345512,ERR3345542
WA-1056	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041163	ERR3345558,ERR3345588,ERR3345618
WA-1057	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041164	ERR3345425,ERR3345455,ERR3380798
WA-1058	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041165	ERR3345572,ERR3345602,ERR3345632
WA-1060	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	94	FALSE	ERS3041167	ERR3345550,ERR3345580,ERR3345610
WA-1061	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041168	ERR3345420,ERR3345450,ERR3380793
WA-1063	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041170	ERR3345563,ERR3345593,ERR3345623
WA-1064	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041171	ERR3337231,ERR3337261,ERR3337291
WA-1065	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041172	ERR3337165,ERR3337194,ERR3337223
WA-1066	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041173	ERR3344662,ERR3344692,ERR3344722
WA-1067	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041174	ERR3337245,ERR3337275,ERR3337305
WA-1068	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	95	TRUE	ERS3041175	ERR3345560,ERR3345590,ERR3345620
WA-1069	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041176	ERR3345571,ERR3345601,ERR3345631
WA-1070	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041177	ERR3345575,ERR3345605,ERR3345635
WA-1071	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041178	ERR3344682,ERR3344712,ERR3344742
WA-1072	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041179	ERR3331434,ERR3331857,ERR3331884
WA-1073	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041180	ERR3331433,ERR3331856,ERR3331883
WA-1075	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041181	ERR3344675,ERR3344705,ERR3344735
WA-1076	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041190	ERR3331447,ERR3331870,ERR3331897
WA-1077	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041191	ERR3344484,ERR3344514,ERR3344544
WA-1078	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041192	ERR3344488,ERR3344518,ERR3344548
WA-1079	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041193	ERR3344493,ERR3344523,ERR3344553
WA-1080	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	96	FALSE	ERS3041194	ERR3345469,ERR3345499,ERR3345529
WA-1082	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	97	FALSE	ERS3041195	ERR3345408,ERR3345438,ERR3380781
WA-1084	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041196	ERR3337248,ERR3337278,ERR3337308
WA-1085	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	96	TRUE	ERS3041197	ERR3331436,ERR3331859,ERR3331886
WA-1086	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041198	ERR3337164,ERR3337193,ERR3337222
WA-1087	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041199	ERR3344474,ERR3344504,ERR3344534
WA-1088	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead		FALSE	ERS3041200	ERR3345478,ERR3345508,ERR3345538
WA-1089	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	0.5	60	dead	98	TRUE	ERS3041201	ERR3345483,ERR3345513,ERR3345543
WA-1090	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041202	ERR3344577,ERR3344607,ERR3344637
WA-1091	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041203	ERR3344663,ERR3344693,ERR3344723
WA-1093	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive	95	FALSE	ERS3041204	ERR3344578,ERR3344608,ERR3344638
WA-1094	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041205	ERR3331444,ERR3331867,ERR3331894
WA-1095	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive	98	FALSE	ERS3041206	ERR3344478,ERR3344508,ERR3344538
WA-1097	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041207	ERR3337129,ERR3344428,ERR3344459
WA-1098	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive	97	TRUE	ERS3041208	ERR3331448,ERR3331871,ERR3331898
WA-1099	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive	99	FALSE	ERS3041209	ERR3331437,ERR3331860,ERR3331887
WA-1100	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041182	ERR3337159,ERR3337188,ERR3337217
WA-1102	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041183	ERR3344567,ERR3344597,ERR3344627
WA-1103	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041184	ERR3331456,ERR3331879,ERR3331906
WA-1104	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041185	ERR3344677,ERR3344707,ERR3344737
WA-1105	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041186	ERR3344492,ERR3344522,ERR3344552
WA-1106	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041187	ERR3337253,ERR3337283,ERR3337313
WA-1107	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041188	ERR3344487,ERR3344517,ERR3344547
WA-1109	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive	99	TRUE	ERS3041189	ERR3344501,ERR3344531,ERR3344561
WA-1110	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041210	ERR3345407,ERR3345437,ERR3380780
WA-1112	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041211	ERR3337155,ERR3337184,ERR3337213
WA-1113	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041212	ERR3337118,ERR3344417,ERR3344448
WA-1114	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041213	ERR3337123,ERR3344422,ERR3344453
WA-1115	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041214	ERR3345484,ERR3345514,ERR3345544
WA-1116	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041215	ERR3344655,ERR3344685,ERR3344715
WA-1117	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041216	ERR3344481,ERR3344511,ERR3344541
WA-1118	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041217	ERR3345555,ERR3345585,ERR3345615
WA-1119	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041218	ERR3337239,ERR3337269,ERR3337299
WA-1120	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041219	ERR3344500,ERR3344530,ERR3344560
WA-1121	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive	93	FALSE	ERS3041220	ERR3344671,ERR3344701,ERR3344731
WA-1122	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041221	ERR3344667,ERR3344697,ERR3344727
WA-1123	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041222	ERR3345551,ERR3345581,ERR3345611
WA-1124	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041223	ERR3344680,ERR3344710,ERR3344740
WA-1125	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041224	ERR3344483,ERR3344513,ERR3344543
WA-1126	Benin	Avrankou	6.55	2.667	09/01/2017	coluzzii	Delta	2	60	alive		FALSE	ERS3041225	ERR3331440,ERR3331863,ERR3331890
