sample.id	country	location	latitude	longitude	collection.date	species	insecticide	concentration	exposure.time	phenotype	sib.group.id	exclude.as.sib	sample.accession	run.accession
WA-0486	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041636	ERR3259389,ERR3259425,ERR3259461
WA-0487	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041637	ERR3282691,ERR3282727,ERR3282763
WA-0488	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	25	FALSE	ERS3041638	ERR3290103,ERR3290139,ERR3290175
WA-0489	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead	11	FALSE	ERS3041639	ERR3290096,ERR3290132,ERR3290168
WA-0492	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3041642	ERR3259483,ERR3259519,ERR3259555
WA-0498	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041648	ERR3290003,ERR3290039,ERR3290075
WA-0503	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041653	ERR3311727,ERR3311763,ERR3311799
WA-0506	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041656	ERR3290339,ERR3290375,ERR3290411
WA-0507	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive	26	TRUE	ERS3041657	ERR3270096,ERR3270132,ERR3270276
WA-0510	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041660	ERR3282310,ERR3282346,ERR3282382
WA-0515	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041665	ERR3269936,ERR3269972,ERR3311934
WA-0516	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive	27	TRUE	ERS3041666	ERR3312395,ERR3312431,ERR3312467
WA-0517	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041667	ERR3259493,ERR3259529,ERR3259565
WA-0518	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041668	ERR3259482,ERR3259518,ERR3259554
WA-0519	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041669	ERR3312412,ERR3312448,ERR3312484
WA-0521	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041671	ERR3282178,ERR3282214,ERR3282250
WA-0523	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041673	ERR3259380,ERR3259416,ERR3259452
WA-0524	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041674	ERR3290107,ERR3290143,ERR3290179
WA-0525	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041675	ERR3259495,ERR3259531,ERR3259567
WA-0526	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041676	ERR3282184,ERR3282220,ERR3282256
WA-0528	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041678	ERR3270115,ERR3270151,ERR3270295
WA-0529	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041679	ERR3290364,ERR3290400,ERR3290436
WA-0530	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive	26	FALSE	ERS3041680	ERR3290336,ERR3290372,ERR3290408
WA-0531	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041681	ERR3270097,ERR3270133,ERR3270277
WA-0532	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041682	ERR3269929,ERR3269965,ERR3311927
WA-0533	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041683	ERR3259503,ERR3259539,ERR3259575
WA-0534	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041684	ERR3290191,ERR3290227,ERR3311414
WA-0537	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041687	ERR3270203,ERR3270239,ERR3270275
WA-0540	Ghana	Madina	5.683	-0.166	11/01/2017	gambiae	PM	1	60	alive	27	FALSE	ERS3041690	ERR3282798,ERR3282834,ERR3282870
WA-0550	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041700	ERR3270184,ERR3270220,ERR3270256
WA-0563	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041730	ERR3331727,ERR3331751,ERR3331775
WA-0572	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041736	ERR3270013,ERR3270049,ERR3270085
WA-0573	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041737	ERR3312407,ERR3312443,ERR3312479
WA-0575	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041738	ERR3312416,ERR3312452,ERR3312488
WA-0576	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive	14	FALSE	ERS3041739	ERR3270022,ERR3270058,ERR3270094
WA-0578	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041740	ERR3269951,ERR3269987,ERR3311949
WA-0579	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041741	ERR3282586,ERR3282622,ERR3282658
WA-0580	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041708	ERR3270178,ERR3270214,ERR3270250
WA-0581	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041709	ERR3290445,ERR3290481,ERR3331466
WA-0583	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041711	ERR3290277,ERR3290313,ERR3311464
WA-0585	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive	13	FALSE	ERS3041713	ERR3259390,ERR3259426,ERR3259462
WA-0586	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive	18	FALSE	ERS3041714	ERR3331512,ERR3331548,ERR3331584
WA-0587	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive	19	FALSE	ERS3041715	ERR3269999,ERR3270035,ERR3270071
WA-0589	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041716	ERR3290284,ERR3290320,ERR3311471
WA-0592	Ghana	Madina	5.683	-0.166	12/01/2017	gambiae	PM	1	60	alive		FALSE	ERS3041717	ERR3289994,ERR3290030,ERR3290066
WA-0593	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041718	ERR3289763,ERR3289799,ERR3289835
WA-0594	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead	28	FALSE	ERS3041719	ERR3290350,ERR3290386,ERR3290422
WA-0596	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041721	ERR3311814,ERR3311850,ERR3311886
WA-0597	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041722	ERR3311831,ERR3311867,ERR3311903
WA-0598	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead	29	FALSE	ERS3041723	ERR3290272,ERR3290308,ERR3311459
WA-0599	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041724	ERR3289883,ERR3289919,ERR3289955
WA-0600	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041725	ERR3290100,ERR3290136,ERR3290172
WA-0601	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041742	ERR3289998,ERR3290034,ERR3290070
WA-0602	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	28	TRUE	ERS3041743	ERR3289867,ERR3289903,ERR3289939
WA-0604	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041745	ERR3289784,ERR3289820,ERR3289856
WA-0605	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041746	ERR3311505,ERR3311541,ERR3311577
WA-0606	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041747	ERR3311838,ERR3311874,ERR3311910
WA-0607	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	28	TRUE	ERS3041748	ERR3311813,ERR3311849,ERR3311885
WA-0608	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	30	FALSE	ERS3041749	ERR3311621,ERR3311657,ERR3311693
WA-0609	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041750	ERR3282807,ERR3282843,ERR3282879
WA-0610	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041751	ERR3289889,ERR3289925,ERR3289961
WA-0611	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041752	ERR3311720,ERR3311756,ERR3311792
WA-0612	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041753	ERR3290087,ERR3290123,ERR3290159
WA-0613	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041754	ERR3331508,ERR3331544,ERR3331580
WA-0614	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041755	ERR3331717,ERR3331741,ERR3331765
WA-0615	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041756	ERR3311504,ERR3311540,ERR3311576
WA-0616	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041757	ERR3311719,ERR3311755,ERR3311791
WA-0617	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041758	ERR3290080,ERR3290116,ERR3290152
WA-0618	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041759	ERR3270200,ERR3270236,ERR3270272
WA-0619	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041760	ERR3311704,ERR3311740,ERR3311776
WA-0620	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041761	ERR3282592,ERR3282628,ERR3282664
WA-0621	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	31	FALSE	ERS3041762	ERR3282299,ERR3282335,ERR3282371
WA-0622	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	32	TRUE	ERS3041763	ERR3311591,ERR3311627,ERR3311663
WA-0623	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041764	ERR3289775,ERR3289811,ERR3289847
WA-0624	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	31	TRUE	ERS3041765	ERR3282192,ERR3282228,ERR3282264
WA-0626	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	33	FALSE	ERS3041766	ERR3289894,ERR3289930,ERR3289966
WA-0627	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041767	ERR3270125,ERR3270161,ERR3270305
WA-0629	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	32	FALSE	ERS3041768	ERR3282793,ERR3282829,ERR3282865
WA-0630	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041769	ERR3311832,ERR3311868,ERR3311904
WA-0631	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead		FALSE	ERS3041770	ERR3311839,ERR3311875,ERR3311911
WA-0632	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041771	ERR3290442,ERR3290478,ERR3331463
WA-0633	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041772	ERR3331730,ERR3331754,ERR3331778
WA-0635	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041773	ERR3311624,ERR3311660,ERR3311696
WA-0636	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041774	ERR3290342,ERR3290378,ERR3290414
WA-0637	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041775	ERR3289768,ERR3289804,ERR3289840
WA-0638	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041776	ERR3289978,ERR3290014,ERR3290050
WA-0639	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041777	ERR3290340,ERR3290376,ERR3290412
WA-0641	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041779	ERR3311491,ERR3311527,ERR3311563
WA-0642	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041780	ERR3282790,ERR3282826,ERR3282862
WA-0643	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041781	ERR3311503,ERR3311539,ERR3311575
WA-0644	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041782	ERR3290084,ERR3290120,ERR3290156
WA-0645	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041783	ERR3282715,ERR3282751,ERR3282787
WA-0646	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041784	ERR3290209,ERR3290245,ERR3311432
WA-0647	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	34	FALSE	ERS3041785	ERR3290450,ERR3290486,ERR3331471
WA-0648	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead	35	TRUE	ERS3041786	ERR3289778,ERR3289814,ERR3289850
WA-0649	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041787	ERR3290464,ERR3290500,ERR3331485
WA-0650	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041788	ERR3270182,ERR3270218,ERR3270254
WA-0651	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041789	ERR3282181,ERR3282217,ERR3282253
WA-0653	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041790	ERR3311836,ERR3311872,ERR3311908
WA-0654	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	15	dead	30	TRUE	ERS3041791	ERR3331509,ERR3331545,ERR3331581
WA-0655	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	30	dead		FALSE	ERS3041792	ERR3290194,ERR3290230,ERR3311417
WA-0656	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041793	ERR3290276,ERR3290312,ERR3311463
WA-0657	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041794	ERR3270181,ERR3270217,ERR3270253
WA-0658	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive	29	TRUE	ERS3041795	ERR3282285,ERR3282321,ERR3282357
WA-0660	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041797	ERR3311826,ERR3311862,ERR3311898
WA-0662	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041799	ERR3282209,ERR3282245,ERR3282281
WA-0663	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041800	ERR3290361,ERR3290397,ERR3290433
WA-0665	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041802	ERR3312397,ERR3312433,ERR3312469
WA-0666	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041803	ERR3282603,ERR3282639,ERR3282675
WA-0667	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041804	ERR3290098,ERR3290134,ERR3290170
WA-0669	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041806	ERR3311510,ERR3311546,ERR3311582
WA-0670	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041807	ERR3289776,ERR3289812,ERR3289848
WA-0671	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041808	ERR3290266,ERR3290302,ERR3311453
WA-0674	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	75	alive		FALSE	ERS3041811	ERR3289974,ERR3290010,ERR3290046
WA-0675	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	90	alive		FALSE	ERS3041812	ERR3270189,ERR3270225,ERR3270261
WA-0676	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041813	ERR3282605,ERR3282641,ERR3282677
WA-0677	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041814	ERR3270193,ERR3270229,ERR3270265
WA-0678	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041815	ERR3259479,ERR3259515,ERR3259551
WA-0679	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041816	ERR3270112,ERR3270148,ERR3270292
WA-0680	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041817	ERR3269992,ERR3270028,ERR3270064
WA-0681	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive	36	TRUE	ERS3041818	ERR3269997,ERR3270033,ERR3270069
WA-0682	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041819	ERR3270007,ERR3270043,ERR3270079
WA-0683	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive	37	TRUE	ERS3041820	ERR3259502,ERR3259538,ERR3259574
WA-0684	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	38	TRUE	ERS3041821	ERR3269941,ERR3269977,ERR3311939
WA-0685	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	38	FALSE	ERS3041822	ERR3259490,ERR3259526,ERR3259562
WA-0686	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	36	FALSE	ERS3041823	ERR3269944,ERR3269980,ERR3311942
WA-0687	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041824	ERR3259476,ERR3259512,ERR3259548
WA-0688	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	37	FALSE	ERS3041825	ERR3259377,ERR3259413,ERR3259449
WA-0689	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	75	alive		FALSE	ERS3041826	ERR3259388,ERR3259424,ERR3259460
WA-0690	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041827	ERR3282597,ERR3282633,ERR3282669
WA-0691	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041828	ERR3259486,ERR3259522,ERR3259558
WA-0692	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041829	ERR3282600,ERR3282636,ERR3282672
WA-0693	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041830	ERR3282811,ERR3282847,ERR3282883
WA-0694	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041831	ERR3270102,ERR3270138,ERR3270282
WA-0695	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041832	ERR3282198,ERR3282234,ERR3282270
WA-0698	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive	21	TRUE	ERS3041835	ERR3259394,ERR3259430,ERR3259466
WA-0699	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041836	ERR3311498,ERR3311534,ERR3311570
WA-0700	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive	33	TRUE	ERS3041837	ERR3311611,ERR3311647,ERR3311683
WA-0701	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041838	ERR3290000,ERR3290036,ERR3290072
WA-0702	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041839	ERR3282696,ERR3282732,ERR3282768
WA-0703	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041840	ERR3289887,ERR3289923,ERR3289959
WA-0704	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive	35	FALSE	ERS3041841	ERR3290293,ERR3290329,ERR3311480
WA-0705	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041842	ERR3282183,ERR3282219,ERR3282255
WA-0706	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041843	ERR3290449,ERR3290485,ERR3331470
WA-0707	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041844	ERR3282186,ERR3282222,ERR3282258
WA-0708	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive	39	TRUE	ERS3041845	ERR3290189,ERR3290225,ERR3311412
WA-0709	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041846	ERR3282177,ERR3282213,ERR3282249
WA-0710	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	45	alive		FALSE	ERS3041847	ERR3331721,ERR3331745,ERR3331769
WA-0711	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	22	FALSE	ERS3041848	ERR3290263,ERR3290299,ERR3311450
WA-0712	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	39	FALSE	ERS3041849	ERR3289790,ERR3289826,ERR3289862
WA-0713	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041850	ERR3289984,ERR3290020,ERR3290056
WA-0714	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041851	ERR3282576,ERR3282612,ERR3282648
WA-0715	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041852	ERR3311495,ERR3311531,ERR3311567
WA-0716	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	21	FALSE	ERS3041853	ERR3312403,ERR3312439,ERR3312475
WA-0717	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041854	ERR3290469,ERR3290505,ERR3331490
WA-0718	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041855	ERR3311494,ERR3311530,ERR3311566
WA-0719	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041856	ERR3290271,ERR3290307,ERR3311458
WA-0720	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041857	ERR3270175,ERR3270211,ERR3270247
WA-0721	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive	34	TRUE	ERS3041858	ERR3290086,ERR3290122,ERR3290158
WA-0722	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041859	ERR3311616,ERR3311652,ERR3311688
WA-0723	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	60	alive		FALSE	ERS3041860	ERR3289977,ERR3290013,ERR3290049
WA-0724	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	75	alive		FALSE	ERS3041861	ERR3282180,ERR3282216,ERR3282252
WA-0725	Ghana	Obuasi	6.2	-1.683	09/01/2017	gambiae	PM	0.5	75	alive		FALSE	ERS3041862	ERR3270202,ERR3270238,ERR3270274
WA-0728	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3042205	ERR3331794,ERR3331819,ERR3331844
WA-0729	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3042206	ERR3331790,ERR3331815,ERR3331840
WA-0731	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3042207	ERR3331792,ERR3331817,ERR3331842
WA-0732	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3042208	ERR3331804,ERR3331829,ERR3331854
WA-0735	Cote d'Ivoire	Aboisso	5.467	-3.2	09/01/2017	gambiae	PM	0.5	60	dead		FALSE	ERS3042210	ERR3331798,ERR3331823,ERR3331848
